Date,Open,High,Low,Close,Volume,- SPREAD -,
,,,,,,(High-Low),(Open-Close)
15-06-2020,126.5,126.5,120.45,120.85,14399,6.05,5.65
12-06-2020,128,148.9,119.6,126.5,51225,29.3,1.5
11-06-2020,130,137.65,129,132.85,41952,8.65,-2.85
10-06-2020,129.55,134.6,129.55,130,20142,5.05,-0.45
09-06-2020,128.6,138.35,126,128.15,34126,12.35,0.45
08-06-2020,129.5,132,125.7,126.55,11143,6.3,2.95
05-06-2020,128,130.85,124.1,125.7,12253,6.75,2.3
04-06-2020,127.7,132.1,122.1,125.3,23295,10,2.4
03-06-2020,116.1,134,114.1,122.75,53802,19.9,-6.65
02-06-2020,113.85,117.3,112,113.5,6244,5.3,0.35
01-06-2020,112.8,118.1,112.6,113.55,13044,5.5,-0.75
29-05-2020,109.2,112,109,109.35,4539,3,-0.15
28-05-2020,112.45,117.75,107.1,108.1,12155,10.65,4.35
27-05-2020,100.85,119.1,99.6,112.25,80136,19.5,-11.4
26-05-2020,99.9,99.9,98.9,99.25,453,1,0.65
22-05-2020,101,101.1,98.3,98.65,2191,2.8,2.35
21-05-2020,102.4,102.5,100,100.2,208,2.5,2.2
20-05-2020,100.3,101.2,99.75,100.4,1438,1.45,-0.1
19-05-2020,106,106,98.7,100.3,7371,7.3,5.7
18-05-2020,102,102.05,96,98.1,6772,6.05,3.9
15-05-2020,104,104,101.3,101.75,2260,2.7,2.25
14-05-2020,110,110,102.45,104.4,7184,7.55,5.6
13-05-2020,109.95,109.95,99,102.75,4420,10.95,7.2
12-05-2020,100,100.65,96.9,99.85,3690,3.75,0.15
11-05-2020,103.35,103.35,100.85,101.4,444,2.5,1.95
08-05-2020,103.6,105,101,102.35,2957,4,1.25
07-05-2020,103.2,104.4,102,102.6,475,2.4,0.6
06-05-2020,102.75,105.9,101.8,102.15,855,4.1,0.6
05-05-2020,106,106.45,101.9,102.35,2046,4.55,3.65
04-05-2020,106.85,106.95,102.85,103,7441,4.1,3.85
30-04-2020,110.75,111.9,107.15,108.15,8288,4.75,2.6
29-04-2020,105.8,113.9,104.35,107.85,15636,9.55,-2.05
28-04-2020,106.9,107.15,103,103.5,3696,4.15,3.4
27-04-2020,109,109,104.95,105.1,11566,4.05,3.9
24-04-2020,104.15,111.45,103.4,105.9,20614,8.05,-1.75
23-04-2020,108.2,109.95,104.25,104.7,24292,5.7,3.5
22-04-2020,100,109.85,100,106.25,11645,9.85,-6.25
21-04-2020,108.35,108.35,100.1,100.5,11604,8.25,7.85
20-04-2020,117,117,108.3,110.95,25685,8.7,6.05
17-04-2020,119.1,130,110,115.35,46797,20,3.75
16-04-2020,95.75,112.5,94,112.5,43424,18.5,-16.75
15-04-2020,97,100.25,93,93.75,7966,7.25,3.25
13-04-2020,96.95,96.95,91.6,95.55,1880,5.35,1.4
09-04-2020,99.9,100.5,94.75,96.4,12471,5.75,3.5
08-04-2020,97.45,100.4,90.5,93.4,17707,9.9,4.05
07-04-2020,97.1,98.4,95.5,95.55,2148,2.9,1.55
03-04-2020,92.85,96.1,89.9,94.85,700,6.2,-2
01-04-2020,95,96.1,92,93.85,962,4.1,1.15
31-03-2020,94.85,98,94.25,96.85,1610,3.75,-2
30-03-2020,94.95,96.15,90.7,92.6,753,5.45,2.35
27-03-2020,102.1,104,92,92.6,5045,12,9.5
26-03-2020,93.5,101.95,92.25,101.3,1141,9.7,-7.8
25-03-2020,88.3,96.95,85.45,93,2537,11.5,-4.7
24-03-2020,98,98,84.5,88.3,560,13.5,9.7
23-03-2020,99.9,106.9,93.85,93.85,2316,13.05,6.05
20-03-2020,98.85,107.8,94.6,104.25,4042,13.2,-5.4
19-03-2020,98.45,104.3,94.35,98.5,4389,9.95,-0.05
18-03-2020,115.7,115.7,102,103.1,4765,13.7,12.6
17-03-2020,128,128,112,112.75,7133,16,15.25
16-03-2020,145,145,125,126.3,2365,20,18.7
13-03-2020,130,137.65,116,134.9,3482,21.65,-4.9
12-03-2020,150,150,123.6,134.95,9870,26.4,15.05
11-03-2020,156.25,159.9,153.2,154.5,1074,6.7,1.75
09-03-2020,162.05,163.9,149,152.7,7639,14.9,9.35
06-03-2020,162.6,174.35,158.05,169.7,5522,16.3,-7.1
05-03-2020,172.25,173.75,168,170.25,1668,5.75,2
04-03-2020,180.35,180.35,160.75,170.05,5797,19.6,10.3
03-03-2020,180.3,185.2,173.2,178.85,2753,12,1.45
02-03-2020,188.8,189,155,172.55,2216,34,16.25
28-02-2020,179.95,184.2,179,181.8,3929,5.2,-1.85
27-02-2020,189.95,190,176.95,188.1,3984,13.05,1.85
26-02-2020,191.35,192.4,185.4,190.65,2696,7,0.7
25-02-2020,193.3,196.15,190.8,191.5,2465,5.35,1.8
24-02-2020,197.55,200.25,192.25,192.75,2304,8,4.8
20-02-2020,203,203,198,199.85,2274,5,3.15
19-02-2020,197.65,204.75,197.5,202.8,14618,7.25,-5.15
18-02-2020,188.25,201.7,183,195.8,13911,18.7,-7.55
17-02-2020,196.05,196.05,186,190,4937,10.05,6.05
14-02-2020,205.75,206.85,194.3,195.45,9145,12.55,10.3
13-02-2020,209.75,212,201.05,202.5,6539,10.95,7.25
12-02-2020,213.7,217.7,208.7,210.3,8101,9,3.4
11-02-2020,212.45,216,209.1,210.3,7645,6.9,2.15
10-02-2020,213.2,216.6,209.1,210.7,12845,7.5,2.5
07-02-2020,218.05,218.45,212,212.4,6810,6.45,5.65
06-02-2020,219.2,223.25,216,217.05,6701,7.25,2.15
05-02-2020,217.6,223,215.6,216.55,4280,7.4,1.05
04-02-2020,216.8,225.15,214.65,215.85,12056,10.5,0.95
03-02-2020,205.85,216,204.75,212,9191,11.25,-6.15
01-02-2020,224,225.2,203.4,210.05,35398,21.8,13.95
31-01-2020,245.85,254.65,222.85,228.65,49991,31.8,17.2
30-01-2020,253,253,240.65,242.3,14129,12.35,10.7
29-01-2020,261,264,250,252,6940,14,9
28-01-2020,258,268.15,253.35,256.8,22840,14.8,1.2
27-01-2020,275,277.45,258.35,259.95,15392,19.1,15.05
24-01-2020,273.05,276.9,271,274.05,13979,5.9,-1
23-01-2020,251.95,284.7,251.95,270.4,127460,32.75,-18.45
22-01-2020,255.6,257.7,247.1,248.85,7642,10.6,6.75
21-01-2020,244,258.75,242,252.2,20664,16.75,-8.2
20-01-2020,255.85,256.15,244.55,246.05,4089,11.6,9.8
17-01-2020,252.1,258,249.95,250.9,10480,8.05,1.2
16-01-2020,246,260,244.75,255.25,32484,15.25,-9.25
15-01-2020,246,247,240.6,245.8,10773,6.4,0.2
14-01-2020,250,253.6,241.3,245.4,10833,12.3,4.6
13-01-2020,239.8,256,232.7,250.15,57309,23.3,-10.35
10-01-2020,244.2,248,234.05,236.2,43668,13.95,8
09-01-2020,247,260,242,243.8,89277,18,3.2
08-01-2020,240,272,236.55,247.1,374919,35.45,-7.1
07-01-2020,205.35,237.75,205,237.75,97914,32.75,-32.4
06-01-2020,204,204,197.3,198.15,4486,6.7,5.85
03-01-2020,215,215,206.65,207.75,4341,8.35,7.25
02-01-2020,199.3,216.05,199.3,215,17415,16.75,-15.7
01-01-2020,201.5,201.5,197.05,198.2,2156,4.45,3.3
31-12-2019,202.3,202.3,197.95,198.5,1365,4.35,3.8
30-12-2019,197.8,199.5,196,198.1,5342,3.5,-0.3
27-12-2019,200.5,204.35,196.85,197.8,3631,7.5,2.7
26-12-2019,204,209.35,198,200.5,2351,11.35,3.5
24-12-2019,194.2,204,194.2,201.6,2200,9.8,-7.4
23-12-2019,203,203,194,195.55,3067,9,7.45
20-12-2019,209.35,211.15,202,202.3,3718,9.15,7.05
19-12-2019,195.25,215.25,192.7,209.75,23628,22.55,-14.5
18-12-2019,195,197.15,193.35,193.9,1174,3.8,1.1
17-12-2019,193.35,196,193.25,193.4,1269,2.75,-0.05
16-12-2019,197.5,197.95,193,193.35,578,4.95,4.15
13-12-2019,194,198,194,194.9,1060,4,-0.9
12-12-2019,194.5,194.6,193,193.7,732,1.6,0.8
11-12-2019,190.75,194,190.7,192.55,719,3.3,-1.8
10-12-2019,193.35,193.5,192,192.7,690,1.5,0.65
09-12-2019,192.5,195.5,190.8,191.3,3153,4.7,1.2
06-12-2019,204.85,204.85,190.5,191.55,3298,14.35,13.3
05-12-2019,190.45,199.55,190.05,196.9,8575,9.5,-6.45
04-12-2019,192.5,193.9,190.15,190.95,2046,3.75,1.55
03-12-2019,196.5,197.45,189.9,191.75,3358,7.55,4.75
02-12-2019,204.25,207,193.95,196.05,5639,13.05,8.2
29-11-2019,213.65,217.6,202,204.35,10320,15.6,9.3
28-11-2019,217.1,218.1,209.1,210.4,4971,9,6.7
27-11-2019,205.4,220.4,204.15,213.1,18861,16.25,-7.7
26-11-2019,210.45,214.9,201.8,203.85,6541,13.1,6.6
25-11-2019,213.95,222,208.25,210.45,10136,13.75,3.5
22-11-2019,188,218.95,187,212.5,30276,31.95,-24.5
21-11-2019,190.05,190.75,187.65,189.8,1541,3.1,0.25
20-11-2019,190.05,191,189.5,190.95,460,1.5,-0.9
19-11-2019,191.5,192.15,185,190.25,4895,7.15,1.25
18-11-2019,192,193,189.55,190.15,3297,3.45,1.85
15-11-2019,190.5,191,186.9,190.4,3332,4.1,0.1
14-11-2019,193,196,189.8,190.5,7822,6.2,2.5
13-11-2019,189.6,192.9,186.95,189.8,6032,5.95,-0.2
11-11-2019,193.9,194.9,188.5,189.95,8876,6.4,3.95
08-11-2019,195,198.1,189.65,190.55,6508,8.45,4.45
07-11-2019,190,202.85,188.9,195.3,19221,13.95,-5.3
06-11-2019,196.25,198,188,190,8519,10,6.25
05-11-2019,188.05,196.3,181.8,193.45,14114,14.5,-5.4
04-11-2019,185.15,194.85,185.15,189.45,32577,9.7,-4.3
01-11-2019,171.8,188.9,170,183.45,49763,18.9,-11.65
31-10-2019,165.75,177,165.75,169.2,10493,11.25,-3.45
30-10-2019,163.5,168,163.05,164.8,7257,4.95,-1.3
29-10-2019,159.55,165,159.5,161.2,11960,5.5,-1.65
27-10-2019,159,159,158.9,158.95,901,0.1,0.05
25-10-2019,160.05,160.05,155.5,157,932,4.55,3.05
24-10-2019,163.15,166.5,158.5,158.8,5527,8,4.35
23-10-2019,153.8,166.25,153.05,159.05,20584,13.2,-5.25
22-10-2019,146.05,160.05,145.95,152.6,10591,14.1,-6.55
18-10-2019,151.25,152.45,148,148.05,2252,4.45,3.2
17-10-2019,145.8,149.2,145.8,147.85,1190,3.4,-2.05
16-10-2019,150.3,151.2,144,145.75,1250,7.2,4.55
15-10-2019,154,154,149.3,150.7,3227,4.7,3.3
14-10-2019,147.3,152.9,147.05,150.7,2989,5.85,-3.4
11-10-2019,150.05,150.05,147.25,148.5,9780,2.8,1.55
10-10-2019,149.4,149.4,145.5,146.4,236,3.9,3
09-10-2019,144.85,150,144.25,148.1,2006,5.75,-3.25
07-10-2019,147.55,150.3,143,144.1,13241,7.3,3.45
04-10-2019,152,153,147.1,150.1,2846,5.9,1.9
03-10-2019,152,152.9,149.6,150.25,1054,3.3,1.75
01-10-2019,153.95,155.7,148.55,151.35,36317,7.15,2.6
30-09-2019,164,164,145.45,150.7,1254972,18.55,13.3
27-09-2019,167.4,170.6,161.1,161.7,4222,9.5,5.7
26-09-2019,162,174.05,162,167,5203,12.05,-5
25-09-2019,164.5,166.6,161.25,162.65,1143,5.35,1.85
24-09-2019,171.45,179.95,165,167.15,12102,14.95,4.3
23-09-2019,162.55,174.1,162.15,170.7,4489,11.95,-8.15
20-09-2019,154.95,166,153.7,160.1,1957,12.3,-5.15
19-09-2019,157.5,159,152.8,154.35,1697,6.2,3.15
18-09-2019,157.5,160.5,155,159.15,1947,5.5,-1.65
17-09-2019,168,170,156.2,156.75,5503,13.8,11.25
16-09-2019,164.6,168.3,163.6,165.25,1235,4.7,-0.65
13-09-2019,168.9,172.3,164,170.2,1168,8.3,-1.3
12-09-2019,172.4,178.4,165,167.8,3605,13.4,4.6
11-09-2019,148,178.3,148,174.05,15238,30.3,-26.05
09-09-2019,147.6,149.5,143,148.6,746,6.5,-1
06-09-2019,145,152.8,145,151.25,884,7.8,-6.25
05-09-2019,144.2,147,142.6,146.2,548,4.4,-2
04-09-2019,142.55,143.65,141,142.05,602,2.65,0.5
03-09-2019,145.1,145.1,141.1,142.9,471,4,2.2
30-08-2019,148.65,148.65,146.9,147.55,397,1.75,1.1
29-08-2019,147.2,148.95,146,147.75,888,2.95,-0.55
28-08-2019,151,151.95,147.3,147.6,1191,4.65,3.4
27-08-2019,147.6,156.4,147.6,151.25,2897,8.8,-3.65
26-08-2019,154,154,149.05,150.65,201,4.95,3.35
23-08-2019,142.2,154,142.2,150.9,2020,11.8,-8.7
22-08-2019,146.1,147.15,142.5,143.2,1086,4.65,2.9
21-08-2019,156.1,156.1,146.9,149.05,1879,9.2,7.05
20-08-2019,158,159,157.1,157.95,250,1.9,0.05
19-08-2019,155.65,159.45,153,159.3,436,6.45,-3.65
16-08-2019,152.35,158.3,152,155.85,867,6.3,-3.5
14-08-2019,160.25,160.25,152,152.9,470,8.25,7.35
13-08-2019,156,159.75,152.15,157.75,1333,7.6,-1.75
09-08-2019,154.5,166,154.5,159.25,1217,11.5,-4.75
08-08-2019,150,155.75,143,151.75,1617,12.75,-1.75
07-08-2019,155.2,160,151.55,152.5,705,8.45,2.7
06-08-2019,152,152.35,149.25,150.8,1203,3.1,1.2
05-08-2019,147.7,161.95,143.1,148.8,4044,18.85,-1.1
02-08-2019,151.15,153.5,147.7,148.75,1215,5.8,2.4
01-08-2019,153,155.1,151.15,152.7,1103,3.95,0.3
31-07-2019,151.75,155.5,151.1,153,599,4.4,-1.25
30-07-2019,166,166,153,153.05,931,13,12.95
29-07-2019,156.05,168,153,159,866,15,-2.95
26-07-2019,153.65,158.9,152.5,154.4,1756,6.4,-0.75
25-07-2019,161.9,161.9,153,155.15,1045,8.9,6.75
24-07-2019,170,171.95,157.7,159.85,1174,14.25,10.15
23-07-2019,148.6,174.9,148.3,167.7,7899,26.6,-19.1
22-07-2019,151.5,151.5,145.8,146.4,2843,5.7,5.1
19-07-2019,158,158,150.5,151.5,2472,7.5,6.5
18-07-2019,155,160.7,145.2,159.4,573,15.5,-4.4
17-07-2019,161.1,161.2,159.3,159.9,1563,1.9,1.2
16-07-2019,159.95,163,159.95,161.1,399,3.05,-1.15
15-07-2019,165,166.15,162,163.25,218,4.15,1.75
12-07-2019,166.25,167.2,163.05,163.9,500,4.15,2.35
11-07-2019,164.55,168.9,164.45,166.7,576,4.45,-2.15
10-07-2019,168.8,168.8,164.65,164.8,294,4.15,4
09-07-2019,161,169.9,160,168.6,1539,9.9,-7.6
08-07-2019,182,182,162,164.7,1075,20,17.3
05-07-2019,175,175,168.45,171,579,6.55,4
04-07-2019,176,177,175,175.15,729,2,0.85
03-07-2019,178.3,178.5,175.8,177,1474,2.7,1.3
02-07-2019,176.8,179,176.8,178.1,2267,2.2,-1.3
01-07-2019,172.8,179.2,171.55,178.15,2895,7.65,-5.35
28-06-2019,174.5,182.1,171.9,173.8,3902,10.2,0.7
27-06-2019,164,174.25,163.65,170,2259,10.6,-6
26-06-2019,158.65,169,158.65,166.2,3418,10.35,-7.55
25-06-2019,162.95,165.95,161.5,162.35,3741,4.45,0.6
24-06-2019,160,164,158.8,162.95,477,5.2,-2.95
21-06-2019,160,161.15,157,157.75,1037,4.15,2.25
20-06-2019,160,160,151.05,158.85,2533,8.95,1.15
19-06-2019,161,163.35,158,158.1,1359,5.35,2.9
18-06-2019,163.75,165.35,160.25,162.3,1071,5.1,1.45
17-06-2019,170.1,172,162.8,163.8,1834,9.2,6.3
14-06-2019,168.5,170.15,164,167.45,1709,6.15,1.05
13-06-2019,168.8,172,165.9,170.75,1158,6.1,-1.95
12-06-2019,173,173.8,169,172,3888,4.8,1
11-06-2019,172.5,178,169.2,172.9,1065,8.8,-0.4
10-06-2019,178.55,178.55,169.05,171.9,829,9.5,6.65
07-06-2019,176,179.05,175.05,176.85,1123,4,-0.85
06-06-2019,180.6,181.95,176.2,178.2,3330,5.75,2.4
04-06-2019,181.35,183.05,181.3,181.55,1551,1.75,-0.2
03-06-2019,182,187,180.75,182,1711,6.25,0
31-05-2019,188,190.65,182.5,186.4,1515,8.15,1.6
30-05-2019,180.55,193.4,180.55,190.8,3150,12.85,-10.25
29-05-2019,190.45,190.45,180.65,181.2,2346,9.8,9.25
28-05-2019,198,198,187.3,189.15,5240,10.7,8.85
27-05-2019,194,197,190.1,196,6778,6.9,-2
24-05-2019,183,192,180,188.95,5223,12,-5.95
23-05-2019,183.9,185,176,176.9,5527,9,7
22-05-2019,177.1,182,171.35,175.4,2124,10.65,1.7
21-05-2019,184,189,174,175.75,3269,15,8.25
20-05-2019,186,186,179.65,182.55,3069,6.35,3.45
17-05-2019,168.8,182,168.5,176.65,8349,13.5,-7.85
16-05-2019,159.1,168,159.05,166.6,3096,8.95,-7.5
15-05-2019,159.65,165,156.5,163.6,4484,8.5,-3.95
14-05-2019,156.55,162.5,155.5,158.95,2133,7,-2.4
13-05-2019,170.65,170.65,153.7,158.05,3680,16.95,12.6
10-05-2019,163.75,169.95,162,167.7,4182,7.95,-3.95
09-05-2019,164.2,165.5,160.1,161.35,3044,5.4,2.85
08-05-2019,167,169.5,164.05,166.25,2554,5.45,0.75
07-05-2019,173.4,175.15,166.05,166.65,8611,9.1,6.75
06-05-2019,173.4,176.2,171.5,171.8,4706,4.7,1.6
03-05-2019,176.5,179,172,174.85,7607,7,1.65
02-05-2019,174.05,183.75,173,176.25,6529,10.75,-2.2
30-04-2019,182.8,182.8,176,176.55,6302,6.8,6.25
26-04-2019,190,197,184.5,185.4,18258,12.5,4.6
25-04-2019,181.1,201,179,189.3,35582,22,-8.2
24-04-2019,179.1,182.4,177.75,179.25,2200,4.65,-0.15
23-04-2019,182.75,182.75,173.25,177.75,3679,9.5,5
22-04-2019,184,187,178,182.15,5654,9,1.85
18-04-2019,187,192.4,182.5,185.6,2309,9.9,1.4
16-04-2019,189.95,190,184,185.9,2594,6,4.05
15-04-2019,195,198,185.05,186.9,5187,12.95,8.1
12-04-2019,189.25,195,188.55,188.85,6728,6.45,0.4
11-04-2019,190.15,195,187.6,188.25,1323,7.4,1.9
10-04-2019,191,191.75,188.1,188.8,1605,3.65,2.2
09-04-2019,192,193,190.9,191.8,615,2.1,0.2
08-04-2019,195.5,196.95,192,193.3,2246,4.95,2.2
05-04-2019,196.35,196.9,192.75,193.75,4634,4.15,2.6
04-04-2019,198.1,200,193.7,195.05,6343,6.3,3.05
03-04-2019,205,205.5,195.7,196.9,5433,9.8,8.1
02-04-2019,197,206,197,202.35,6705,9,-5.35
01-04-2019,193.75,205,193.75,199.95,6908,11.25,-6.2
29-03-2019,193.85,198.35,193,194.8,4671,5.35,-0.95
28-03-2019,194.5,196.9,190.25,192,3234,6.65,2.5
27-03-2019,194.5,199,189.85,191.55,7926,9.15,2.95
26-03-2019,192.7,197.55,192.7,194.7,3862,4.85,-2
25-03-2019,193.85,196,190,193.15,3711,6,0.7
22-03-2019,196.5,201.7,195,195.9,3716,6.7,0.6
20-03-2019,200,204.9,195,196.05,5141,9.9,3.95
19-03-2019,194.65,204.35,194.45,199.55,6125,9.9,-4.9
18-03-2019,203.5,206.3,191,195.45,9752,15.3,8.05
15-03-2019,209.8,215,202.3,203.15,5708,12.7,6.65
14-03-2019,211.9,216,204.5,206,9145,11.5,5.9
13-03-2019,219,224.9,209,210.25,28192,15.9,8.75
12-03-2019,210.8,222,202.95,217.5,56936,19.05,-6.7
11-03-2019,194.85,218,190.2,209.35,183206,27.8,-14.5
08-03-2019,196,209,191.2,191.85,14760,17.8,4.15
07-03-2019,194.25,199.95,188,195.95,14990,11.95,-1.7
06-03-2019,193.7,198,188.05,193.05,10748,9.95,0.65
05-03-2019,183.75,197.4,182.95,192.85,17057,14.45,-9.1
01-03-2019,176.5,181.75,176.35,180.05,3827,5.4,-3.55
28-02-2019,184.95,195,171.1,174.8,10894,23.9,10.15
27-02-2019,190.7,193.5,179.4,180.7,8341,14.1,10
26-02-2019,189.35,194.2,185.3,187,3753,8.9,2.35
25-02-2019,187,204.5,185,196.35,16041,19.5,-9.35
22-02-2019,183,191.5,183,186,6346,8.5,-3
21-02-2019,182.95,190.4,182.95,185,4655,7.45,-2.05
20-02-2019,183.9,190,178,186.4,4832,12,-2.5
19-02-2019,186.3,188.25,179.05,180.35,4423,9.2,5.95
18-02-2019,198.45,198.45,183.45,186.75,2901,15,11.7
15-02-2019,195.25,204,194.2,197.3,4166,9.8,-2.05
14-02-2019,203.15,203.15,194.8,195.25,3715,8.35,7.9
13-02-2019,205.9,210,202.3,206.2,5063,7.7,-0.3
12-02-2019,207.5,214.05,196.45,210.7,10013,17.6,-3.2
11-02-2019,225,249,210,216.55,2452,39,8.45
08-02-2019,226.6,232,225,226.75,773,7,-0.15
07-02-2019,228.35,232,221,224.5,5512,11,3.85
06-02-2019,231.7,236,224.75,228.35,1016,11.25,3.35
05-02-2019,232,237,228.25,229.25,805,8.75,2.75
04-02-2019,231.5,234.7,220,228.6,2164,14.7,2.9
01-02-2019,233.1,243,232.9,238.3,3272,10.1,-5.2
31-01-2019,236.1,239,230,233.1,687,9,3
30-01-2019,243.8,246,235.7,236.75,352,10.3,7.05
29-01-2019,238,239,234.75,237.05,232,4.25,0.95
28-01-2019,243.4,244.8,230.9,240.45,1054,13.9,2.95
25-01-2019,254.5,254.5,236,240,991,18.5,14.5
24-01-2019,257.4,257.4,245,246.9,1149,12.4,10.5
23-01-2019,236.45,254.85,236.45,254.75,16677,18.4,-18.3
22-01-2019,237,237,224,231.7,6666,13,5.3
21-01-2019,241,247.75,238.1,240.95,4017,9.65,0.05
18-01-2019,260,260,241.75,246.2,2719,18.25,13.8
17-01-2019,255.7,260,251.5,253.75,3504,8.5,1.95
16-01-2019,260.6,262.6,252.2,254.9,1203,10.4,5.7
15-01-2019,262.35,262.35,259,259.85,819,3.35,2.5
14-01-2019,257.1,261.5,256.75,258.9,1326,4.75,-1.8
11-01-2019,261.55,269.2,257,259.85,7177,12.2,1.7
10-01-2019,272.2,272.2,254,261.85,8862,18.2,10.35
09-01-2019,253,277.45,253,272.1,35428,24.45,-19.1
08-01-2019,256.75,262.15,249.9,252.25,4568,12.25,4.5
07-01-2019,268,270,257.05,260.05,10233,12.95,7.95
04-01-2019,262.7,272,258.05,263.1,16527,13.95,-0.4
03-01-2019,284.35,284.35,256,258.05,33409,28.35,26.3
02-01-2019,310.9,310.9,284.35,284.35,19817,26.55,26.55
01-01-2019,309.9,327,306.85,315.9,66804,20.15,-6
31-12-2018,272,298.8,256,298.8,28043,42.8,-26.8
28-12-2018,240,259,233.95,249,3055,25.05,-9
27-12-2018,233,245,230.4,237.65,2164,14.6,-4.65
26-12-2018,216.45,233,216.25,228.35,292,16.75,-11.9
24-12-2018,227,227,223.5,223.75,51,3.5,3.25
21-12-2018,238.85,239.35,222,230.05,2207,17.35,8.8
20-12-2018,233,240,232.1,234.4,2272,7.9,-1.4
19-12-2018,226,230.4,226,229,347,4.4,-3
18-12-2018,229.7,234,225.1,228.95,456,8.9,0.75
17-12-2018,227.95,236,222.25,227.2,2783,13.75,0.75
14-12-2018,231,231.15,227.4,227.75,672,3.75,3.25
13-12-2018,234.35,240,230,230,788,10,4.35
12-12-2018,225.1,241.15,220,231.2,1166,21.15,-6.1
11-12-2018,218.2,233.95,216,224.4,592,17.95,-6.2
10-12-2018,225,225,216,220.6,249,9,4.4
07-12-2018,230,230,225,225.05,917,5,4.95
06-12-2018,223.7,225,220,222,748,5,1.7
05-12-2018,226,229,222,222.15,511,7,3.85
04-12-2018,225.9,230,225.9,226.25,200,4.1,-0.35
03-12-2018,234,237.25,221,226.45,804,16.25,7.55
30-11-2018,228,228,222,223.05,512,6,4.95
29-11-2018,228.9,228.9,224,228,436,4.9,0.9
28-11-2018,237,237,224.65,226.65,1322,12.35,10.35
27-11-2018,245,245,229.45,234.25,1381,15.55,10.75
26-11-2018,243.9,250,238,238.8,434,12,5.1
22-11-2018,244.05,250.85,229.1,240.4,2114,21.75,3.65
21-11-2018,227.7,243.95,222.05,243.65,1799,21.9,-15.95
20-11-2018,237,241.95,215,221.8,4378,26.95,15.2
19-11-2018,266,266,230,237.4,2269,36,28.6
16-11-2018,256.9,256.9,246,249.9,872,10.9,7
15-11-2018,258,259,248.1,250.15,576,10.9,7.85
14-11-2018,261,265,252.1,256.9,1148,12.9,4.1
13-11-2018,263.1,268,257.85,263.2,1329,10.15,-0.1
12-11-2018,272.85,273,264,264,766,9,8.85
09-11-2018,269,269,260.35,263.4,1227,8.65,5.6
07-11-2018,260,274.9,257.1,267.25,851,17.8,-7.25
06-11-2018,271,271,250,260,431,21,11
05-11-2018,260,264,252,254.25,1054,12,5.75
02-11-2018,270,270,257.05,262.55,1423,12.95,7.45
01-11-2018,279,280,266.05,270,1807,13.95,9
31-10-2018,281.95,281.95,262,272.5,3227,19.95,9.45
30-10-2018,249,273.2,246.05,272.55,8678,27.15,-23.55
29-10-2018,248.4,248.4,248.4,248.4,2107,0,0
26-10-2018,235,243.05,230,236.6,656,13.05,-1.6
25-10-2018,238,245.9,226.1,240.95,799,19.8,-2.95
24-10-2018,234,240,227.85,234.95,1773,12.15,-0.95
23-10-2018,259.75,259.75,238.55,238.55,3020,21.2,21.2
22-10-2018,269.9,270,247.25,251.1,1097,22.75,18.8
19-10-2018,275,275,255.25,260.25,3753,19.75,14.75
